preference_key,movie_title,star_cast,rating,year,place,vote,link
1,Cómo entrenar a tu dragón,"Dean DeBlois (dir.), Jay Baruchel, Gerard Butler",8.062086026067592,2010,201,,/title/tt0892769/
2,Mad Max: Furia en el camino,"George Miller (dir.), Tom Hardy, Charlize Theron",8.06135143862348,2015,202,,/title/tt1392190/
3,Mary and Max,"Adam Elliot (dir.), Toni Collette, Philip Seymour Hoffman",8.060456116908274,2009,203,,/title/tt0978762/
4,"Monsters, Inc","Pete Docter (dir.), Billy Crystal, John Goodman",8.057956786896087,2001,204,,/title/tt0198781/
1,Tiburón,"Steven Spielberg (dir.), Roy Scheider, Robert Shaw",8.057793916220303,1975,205,,/title/tt0073195/
2,Pather Panchali,"Satyajit Ray (dir.), Kanu Bannerjee, Karuna Bannerjee",8.056977383144293,1955,206,,/title/tt0048473/
3,La passion de Jeanne d'Arc,"Carl Theodor Dreyer (dir.), Maria Falconetti, Eugene Silvain",8.056552007012575,1928,207,,/title/tt0019254/
4,Hotel Ruanda,"Terry George (dir.), Don Cheadle, Sophie Okonedo",8.053714688464975,2004,208,,/title/tt0395169/
1,Tôkyô monogatari,"Yasujirô Ozu (dir.), Chishû Ryû, Chieko Higashiyama",8.051905129753706,1953,209,,/title/tt0046438/
2,La sociedad de los poetas muertos,"Peter Weir (dir.), Robin Williams, Robert Sean Leonard",8.051566128502847,1989,210,,/title/tt0097165/
3,Pelotón,"Oliver Stone (dir.), Charlie Sheen, Tom Berenger",8.047753702491558,1986,211,,/title/tt0091763/
4,Rocky,"John G. Avildsen (dir.), Sylvester Stallone, Talia Shire",8.0473374817524,1976,212,,/title/tt0075148/
1,Contra lo imposible,"James Mangold (dir.), Matt Damon, Christian Bale",8.04494647101261,2019,213,,/title/tt1950186/
2,Cuenta conmigo,"Rob Reiner (dir.), Wil Wheaton, River Phoenix",8.042422809131661,1986,214,,/title/tt0092005/
3,Terminator,"James Cameron (dir.), Arnold Schwarzenegger, Linda Hamilton",8.041314226128636,1984,215,,/title/tt0088247/
4,Rush: Pasión y gloria,"Ron Howard (dir.), Daniel Brühl, Chris Hemsworth",8.040020980477587,2013,216,,/title/tt1979320/
1,En primera plana,"Tom McCarthy (dir.), Mark Ruffalo, Michael Keaton",8.039281584098381,2015,217,,/title/tt1895587/
2,Camino salvaje,"Sean Penn (dir.), Emile Hirsch, Vince Vaughn",8.038457849393271,2007,218,,/title/tt0758758/
3,Poder que mata,"Sidney Lumet (dir.), Faye Dunaway, William Holden",8.037251931014103,1976,219,,/title/tt0074958/
4,El mago de Oz,"Victor Fleming (dir.), Judy Garland, Frank Morgan",8.036194316627626,1939,220,,/title/tt0032138/
1,Logan: Wolverine,"James Mangold (dir.), Hugh Jackman, Patrick Stewart",8.034639518087854,2017,221,,/title/tt3315342/
2,Hechizo del tiempo,"Harold Ramis (dir.), Bill Murray, Andie MacDowell",8.033018812641695,1993,222,,/title/tt0107048/
3,Ratatouille,"Brad Bird (dir.), Brad Garrett, Lou Romano",8.030455702755322,2007,223,,/title/tt0382932/
4,El exorcista,"William Friedkin (dir.), Ellen Burstyn, Max von Sydow",8.02871173375579,1973,224,,/title/tt0070047/
1,Antes del atardecer,"Richard Linklater (dir.), Ethan Hawke, Julie Delpy",8.028026571607914,2004,225,,/title/tt0381681/
2,Lo mejor de nuestra vida,"William Wyler (dir.), Myrna Loy, Dana Andrews",8.025815497982212,1946,226,,/title/tt0036868/
3,Los increíbles,"Brad Bird (dir.), Craig T. Nelson, Samuel L. Jackson",8.025052875576344,2004,227,,/title/tt0317705/
4,Ser o no ser,"Ernst Lubitsch (dir.), Carole Lombard, Jack Benny",8.024405786249664,1942,228,,/title/tt0035446/
1,La batalla de Argel,"Gillo Pontecorvo (dir.), Brahim Hadjadj, Jean Martin",8.02305646415828,1966,229,,/title/tt0058946/
2,"Rebeca, una mujer inolvidable","Alfred Hitchcock (dir.), Laurence Olivier, Joan Fontaine",8.022903237639833,1940,230,,/title/tt0032976/
3,Viacrucis,"John Ford (dir.), Henry Fonda, Jane Darwell",8.022524153447627,1940,231,,/title/tt0032551/
4,Siempre a tu lado,"Lasse Hallström (dir.), Richard Gere, Joan Allen",8.021897693681762,2009,232,,/title/tt1028532/
1,La leyenda del indomable,"Stuart Rosenberg (dir.), Paul Newman, George Kennedy",8.02171314638461,1967,233,,/title/tt0061512/
2,Amores perros,"Alejandro G. Iñárritu (dir.), Emilio Echevarría, Gael García Bernal",8.021400769292155,2000,234,,/title/tt0245712/
3,Dersu Uzala,"Akira Kurosawa (dir.), Maksim Munzuk, Yuriy Solomin",8.01862785501783,1975,235,,/title/tt0071411/
4,Piratas del Caribe - La maldición del Perla Negra,"Gore Verbinski (dir.), Johnny Depp, Geoffrey Rush",8.016587572582946,2003,236,,/title/tt0325980/
1,Los 400 golpes,"François Truffaut (dir.), Jean-Pierre Léaud, Albert Rémy",8.016422592288551,1959,237,,/title/tt0053198/
2,El pecado compartido,"Ingmar Bergman (dir.), Bibi Andersson, Liv Ullmann",8.015992631524243,1966,238,,/title/tt0060827/
3,Babam ve Oglum,"Cagan Irmak (dir.), Çetin Tekindor, Fikret Kuskan",8.015947182972912,2005,239,,/title/tt0476735/
4,La haine,"Mathieu Kassovitz (dir.), Vincent Cassel, Hubert Koundé",8.01557998701945,1995,240,,/title/tt0113247/
1,La vida de Brian,"Terry Jones (dir.), Graham Chapman, John Cleese",8.015442928507442,1979,241,,/title/tt0079470/
2,Sucedió una noche,"Frank Capra (dir.), Clark Gable, Claudette Colbert",8.013527917128378,1934,242,,/title/tt0025316/
3,La novicia rebelde,"Robert Wise (dir.), Julie Andrews, Christopher Plummer",8.013515150331251,1965,243,,/title/tt0059742/
4,The Handmaiden,"Park Chan-wook (dir.), Kim Min-hee, Ha Jung-woo",8.008828241837818,2016,244,,/title/tt4016934/
1,Gandhi,"Richard Attenborough (dir.), Ben Kingsley, John Gielgud",8.007275672698832,1982,245,,/title/tt0083987/
2,Aladdín,"Ron Clements (dir.), Scott Weinger, Robin Williams",8.00699249728923,1992,246,,/title/tt0103639/
3,Historias cruzadas,"Tate Taylor (dir.), Emma Stone, Viola Davis",8.004950860586932,2011,247,,/title/tt1454029/
4,La bella y la bestia,"Gary Trousdale (dir.), Paige O'Hara, Robby Benson",8.003914088217746,1991,248,,/title/tt0101414/
1,Danza con lobos,"Kevin Costner (dir.), Kevin Costner, Mary McDonnell",8.001666493976149,1990,249,,/title/tt0099348/
2,Rififi entre los hombres,"Jules Dassin (dir.), Jean Servais, Carl Möhner",8.000925137380515,1955,250,,/title/tt0048021/
